clean_text,label_encoded
app yg susah untuk di hubungi call centernya sangat menyusahkan pembeli dan pro seller dan terjadi lagi saya komplain barangnya tidak ada yg menanggapi uninstall sajanggak seller nggak call centernya mengabaikan komplain secara jelas karena tidak ada respon sama sekali,0
tokopedia tidak memberikan opsi untuk menutup akun akun penipuan walaupun sudah banyak yang komplain dan menyerahkan pelanggan untuk tertipu walaupun sudah dikomplain secara langsung untuk menutup akun akun yang menipu walaupun sudah banyak review namun tetap ada tokonya mungkin salah satu saran adalah untuk merchant mencatumkan kontak nomornya di toko ataupun jika menyulitkan tokopedia care bisa memberikan kontak toko jika pelanggan ingin meretur barang yang palsu kepada toko,0
hallo kenapa tdk dpat masukan alamat apakah tdk dapat di gunanakan di malaysia semua harga masih rupiah tolong donkkkk,0
sering muncul notif palsu disuruh balas tertera notif tolong dibalas pas saya tekanbuka ga ada pesan apapun cuma muncul produk padahal saya ngga beli itu,0
jelek banget sering gak bisa masuk,0
payleter nya kadang muncul kadang enggak heran saya,0
mantap lah tokopedia,2
jelek sudah mau beli diskon sama bebas ongkirnya hilang hoax diskon,0
komplain ke cs karena alamat saya tidak muncul dari hari lalu sampe hari ini tidak ada penjelasan tidak ada update dibiarin begitu saja,0
diskonnya keren,2
penipu,0
setiap belanja sll sesuai dengan pesanan,2
pelayanan buruk belanja kali yang sampai cuma barang yang lain gak jelas pantas sekarang mulai sepi pada pindah ke oyen,0
terimakasih gopay later,2
beli pulsa ga bisa masuk,0
goodd,2
sangat tidak nyaman menggunakan aplikasi ini stop proses review dana gak jelas kalian apalagi terhadap customer pembeli dan mekanismenya sangat menyebalkan menunggu dana refund × jam saat mau menarik saldo pun masih harus review sampai × jam sungguh bodoh jika review dilakukan terhadap seller affiliate atau lainnya yang memiliki ikatan kerjasama dalam bentuk apapun ya wajar karena menyangkut kredibilitas platform tapi dana customer jangan mainmainlah bodoh,0
ini pihak tokopedia gimana shbisa bisanya saya beli barang pake kurir instan tpi kurirnya malah kasih ke orang lain barangnya yg bukan penerimanyakok bisa data saya di pake oknum gk bertanggung jawab buat malingkurir yg gk tau apa malah jadi kena juga karena di kira yg nerima itu atas nama saya karena di wa duluan sama orang yg mengaku atas nama sayasedang saya merasa belum terima sama sekali barangya,0
oke,2
biaya ongkos kirim lebih mahal daripada aplikasi lain,2
okayy,2
sangat membantuuu,2
mudah dan tidak rumit,2
bagus sih perbanyak diskon ya soalnya harga nya mahal mahal ongkir lumayan semangat terus ya toko pediaa,2
👍👍👍,2
tokopedia tidak jelas barang saya nyangkut di jasa pengiriman sudah bulan lebih sampai sekarang tidak ada kejelasan sudah komplain dan tunjukin bukti bahwa jasa pengirimannya sampai memalsukan chat wa juga masih tidak ada keputusan jawabannya penyelidikan terus sekarang ada pesanan ke pun sama jasa pengiriman bermasalah pengiriman telat dikatakan tidak ada orang dirumah padahal ada satpam asisten rumah tangga juga ada malah minta barang diambil ketempat mereka pelayanan semakin jelek,0
sangat bagus dan membantu,2
bagus,2
saya sangat puas sekali belanja di indomaret pegawainya sangat ramah sekali mau ofline atau online thebestt indomaret,2
terbaik,2
amanah,2
push notifications nya spam ngga jelas tiap hari ada aja push notifications iklan dengan tulisan halo tolong dibalas,0
oke,2
tokopedia care tidak bisa di akses,0
moga barangnya bagus,2
chat untuk barang jualan kita bingung akses nya,0
saya tidak membayar barang di keranjang tapi kok pesanan dikirim sedangkan pihak toko pedia nya gk ada respon ama kompline saya di apk parah bngt sih,0
tolong topedbanyak banget jualan hp akun nya bodongsegera d bersihkan akun bgitu meresahkan,0
hp saya tidak mampu menopang aplikasi ini lelet banget hp saya guys,2
tiap pembayaran error muluuuuu abis itu voc ilanggg,0
sudah terverifikasi go plus tapi tak bisa daftar gopay later memang aplikasi aneh alasan link tidak berlaku atau kadaluwarsapadahal sudah isi data dan mengisi kode referral kalau gitu nggak usah nawarin promosi lah kalau sistemnya begini menyebalkan berteletele,1
bagus,2
mantap,2
transaksi bermasalah saya minta cancel dari tgl desember tetapi disuruh menunggu sampai tanggal januari kirakira ecommerce ini menurut kalian seperti apa gak sekalian aja suruh saya tunggu bulan saja 👍🏻,0
bagus,2
sangat inovatif,2
harusnya tokopedia punya paylater sendiri gk usah ngikut gopay dan atau sinkronisasi data paylater dengan tokopedia yang ada di tiktok,2
apk bgusss,2
baik,2
kurang memuaskan,2
woy gopay later gua aktifin lagi dong woy,0
sering bgt timeout aneh apk gaje,0
toko kadang menampilkan produk yang sudah habis terjual,2
aplikasinya tambah berat beberapa menit sudah penuh ram,1
saya sudah lama tidak membuka aplikasi ini setelah di update tidak bisa cek dana saya loading tidak selesai selesai chat customer service loading tidak selesai muter muter ga tahu kapan sampe kiamat mungkin,0
aplikasinya semakin berat kadang keluar sendiri,0
sangat puas,2
sangat bagus,2
pesan barang sudah hri sy menunggu barang tidak sampai sy kecewa,0
koneksi sering time out dibajak shopee kayaknya,0
tambahkan search lewat gambar dong bosss jadul amat,2
potongannya seller harusnya ada untuk opsi di tanggung pembeli lah,0
dulu sih bagus makin kesini kok makin hancur ya,0
praktis,2
baiktingkatkan lagi mutu layanan,2
semoga menjadi lebih baik,2
★★★★★ gitu aja,2
setelah upgrade malah fitur pesan jadi di persulit 😔 terus ketika mau searching gak bisa dengan alasan ubah kata kunci lama payah nih tokped,0
terimakasih tokopedia membantu untuk belanja lebih mudah,2
tokopedia layanan tambah ruwet terlalu lama batas waktu yg di berikan kepada seller untuk mengirim barangjadi barang tidak segera si kirim oleh seller pengembalian dana kelamaan tokopedia jadi lemot tokopedia ratingmu anjlok pelayanan mu gimana ini kok tambah surut apakah kamu akan mengikuti jejak bukalapak,0
fast,2
saya sangat sangat tidak suka dengan konstan update dari tokopedia mengapa apk ga dipakek minggu dah disuruh update memangnya apa yang di update dan apakah update tsb signifikan dan membawa dampak untuk pengguna atau tidak karena saya merasa aplikasi ini sama saja mau update atau tidak stop suruh update trus kalau ingin update yang sekalian aja jangan secara kecil tp berkala orang capek update trus,0
paket lama bener datengnya ga sesuai sama tanggal datengnya,0
gak gratis ongkir kl gak butuh butuh banget buat beli online obat untuk anak yg cuma ada di tokped gak bakalan download fitur chat seller gak berfungsi chat seller gak ada balesan sama sekali tanya ini itu gak ada jawaban cuma robot yg jawab si oren yg benar gratis ongkir gunain tokped karena terpaksa keadaan aplikasi gak jelas mau co aja sulit nya minta ampun,0
sangat cepat dan pranktis,1
mau dibayar malah hilang diskonnya aplikasi scam pasti yang pakai tambah habis,0
aplikasinya looadingnya luamaasering errorgangguan dirumah tokped lahdll,0
mantap,2
👍👍👍,2
kenapa ini pencarian gak bisa semua keyword apapun hasilnya gak bisa produk tidak ditemukan liat play store udah update padahal,0
ok,2
mantab,2
nipu mulu jing spin dapet vocher gk di kasih alasenya kopon masa berlakunya habos situ prosesnya lama bamgsa,0
proses cepat transfer uang,2
hunff,1
fitur keseluruhan oke tp gag suka banget fitur pengiriman dengan asuransi ya autochecklist dan ga ada setting untuk itu,1
good,2
very good very well,2
pembayaran via virtual account transaksi batal sesuai informasi pengembalian saldo refund mestinya langsung jika transaksi via va ternyata menunggu sampai x jam tidak sampai disitu saldo refund sudah dikembalikan ke saldo tokopedia tapi tetap saldonya tidak dapat ditarik ke rekening tidak bisa juga di tarik ke akun gopay sudah x jam selama x jam menghubungi tokopedia care jawabannya template menunggu cek berkala tapi tidak ada proses yang transparan,0
toling diperbaiki setelah update pencarian selalu ops barang tidak ditemukan,2
sangat baik,2
fitur pencarian tidak berfungsi,1
mantap,2
saya mau tanya kenapa nomor whatsapp saya mendapat kode otp sejak tanggal padahal tidak ada transaksi di tokped namun ketika terhubung chat langsung hanya loading berputarputar tanpa ada masuk ke chat langsungnya bagaimana responnya nih,0
susah cok eror terus halaman web tidak tersedia mulu,0
aplikasi scam,0
kenapa paylater di tiktok tidak bisa terbua selalu ada tulisan kesalahan sistem terus,0
aplikasi nya skrg suka error sistem kerja nya sangat jelek laporan pengiriman juga tidak jelas dan tidak bisa di komplain sampai waktu di tentukan dan tidak bisa di batalkan stlah transaksi minggu dan masih belum trima barang,0
toko pedia sekarang kenapa sering cari barang tidak ditemukan selalu ada tulisan cari opsi lain padahal dulu tak seperti ini tolong diperbaiki lagi,1
banyak promo dan voucher scam tidak sesuai deskripsi lebih baik belanja di shopee,0
paling mudah dan praktis,2
penarikan saldo tokopedia refund biaya admin nya terlalu besar biasanya free admin tapi kenapa pakai biaya admin kecewa sama tokopedia sekarang 🙂 cukuptau,0
good,2
good,2
aplikasi sering eror sekarang selalu muncul halaman web tidak tersedia errconnection reset,0
mantap,2
nice,2
sangat memuaskan,2
👍,2
kenapa fitur search barang gak bisa ditemukan tambah aneh nih aplikasi jangan sombong aplikasi market place banyak kalau gak nyaman mending pilih yang lain,0
tempat belanja online favorit,2
saat pencarian oops produk gak ditemukan woy it lu bisa kerja gak sih,0
akhir tahun abisin gopay coin oiii,2
app aneh,0
aplikasi eror topup mandiri ga masuk ke saldo malah disuruh nunggu proses terus,0
ini kenapa di akun saya ndak bisa cari barang konyol banget ini sudah sy uninstalinstal lagi tetap gak bisa knapa ini,0
tulmantul,2
oky👍👃,2
mantapppp,2
apa cuma saya atau yg lain juga sama yah ngga bisa cari barang dan selalu muncul coba kata kunci lain,0
keren lancar dan bermanfaat serta banyak fasilitasnya,2
error terus menu pencarian nge bug terus,0
banyak penipu berkeliaran di platform ini hati hati ntahpun penghargaan nya hasil nipu org² penipu aja ga di hapus hapus tokonya apk sampah,0
kenapa versi sekarang tokopedia berat parah tiap ganti halaman lag loading malah apk sebelah lebih ringan dari tokped padahal dulu tokepd ringan jadi gak nyaman pas nelusur ah,0
the bast,2
tidak memuaskan,0
gratis ongkir pedut lah mending toko oren bener bener gratis ongkir bukan potongan ongkir hidup toko oren hahahaha,0
pengiriman semakin parah sudah sampai di kota tujuan bisa balik lagi ke kota sebelumnya jasamirim kurang bagus,0
mantap,2
sangat baik,2
bagus,2
ok,2
mengurutkan barannya masih kacau,0
kenapa di instal di hp vivo y ko g bisa kebuka aplikasinya itu knp ya klo dihp samsung j prime bisa,0
sering gratis ongkir atau cash back nya,2
sudah pakai aplikasi ini lama tapi baru kali ini pencairan barang selalu gagal anehhh tolong dong perbaiki cepat,2
siiip,2
gimana nih tokped makin parah buat buka lemot sekali pokoknya jauh sama oren sekarang banyak toko nipu padahal aku pakai toko pedia lebih lama dari pada si oren di perbaiki lagi dong sistemnya semenjak gabung sama toktid makin jelek,2
ini aplikasi digunakan mencari produk selalu produk ngak ditemukan tolong sistem pencarian diperbaiki 🙏🙏,0
ribettt pajaknya gedeee jual malah rugiii kena komisi platform k ga ngotakkkkk,0
pengguna apk yang mudahmudah sajasulit and susah ya di delshopee sudah tak delsulit di payleterakulaku del susah di aturan penerimaan pinjaman😁😄👍ini tokopedia lebih dari c saya download masih tetap susah gak ada payleter harus ke tiktok dsb ribet amat boss del sajahcari lagi kalau ada yg mudah yh gue pake gak ada kebeneran jadi gak main nicil payleter👍😁😄😇,0
terupdate barangnya bagus murah pengiriman cepat,2
assalamualaikum wr wb dengan rasa hormat saya ingin memberitahukan tentang pengalaman saya di aplikasi tokped ini jadi aplikasi e commerce ini menurut saya benar benar sangat mengecewakan pertama saya di tnggl memesan sebuah celana diatas rb dari tulisan pesanan yg saya lacak saya sudah nunggu hampir minggu coba lama bgt trus pas udh hari minggunya kurirnya bilang return origin dikembalikan kepada penjual padahal aku ga nerima tuh paket namun knp bilangnya menolakkkk pesanan gila ini,0
sudah lama saya jadi pengguna tokopedia dan sudah lama juga berlangganan plus produk masih harga normal tidak berpengaruh terhadap harga produk setelah saya mulai berlangganan plusmales juga kedepannya model begini berlangganan plus ngk ada pengaruhnya sama sekali untuk harga produknya tetap sama saja mahal,0
okeee baikkk,2
oke,2
makin jelek aja ini tokopedia sinyal bagus malah sering disconnect dalam aplikasi membuat pengalaman lebih buruk masih mending si oren,0
update kok malah gak bisa searching,0
metode pembayaran saya di blokir tanpa alasan yang jelas issu melanggar ketentuan padahal murni untuk transaksi aja pajak tinggi ongkir yang mahal jika keluar pulau jawa dan tidak ada penanganan terkait masalah yang di alami prmbeli,0
harga apapun yang di jual lebih mahal dari shopee istri soalnya pakai shopee jadi saya tau coba dulu jelasin kenapa bisa lebih mahal apa sama seperti gojek penjual dan pembeli kena beban biaya tambahan,0
bintang aja dulu sambil coba²,1
oke,2
keren komplain gak direspon selama hari fitur pengembalian terlalu berteletele padahal salah pengiriman ada di pihak penjual payah,0
ada kendala responnya lama,0
sarang penipuan 😵‍💫 cs lebih condong ke seller padahal buyer sudah kirim bukti unboxing paket ☺️,0
harga tidak masuk akalakal akal potongan besar mmg itu la harganya diskon tidak pengaruhi harga mahal,0
tolong dong pihak tikped kalo ada pembatalan order kasih penjelasan kenapa orderan dibatalkan tidak sekali dua kali orderan saya dibatalkan entah kenapa perasaan saya tidak rewel baik ke seller maupun ke kurir terlihat olshop tidak profesional taunya cuma kasih fasilitas aja tidak ada aksi untuk menjaga kepercayaan,1
beli makanan malah dimakan kurir jt nanya ke cs nya malah dibilang di wa anda sudah tidak disini kami tutup sambungan ini enak ya makan gratis,0
belajar sukses,2
menarik,2
bagus cukup baik👍,2
seharusnya batal otomatis x jam untuk order instant sy sdh pesan instant tapi gak dikirim kirim sama seller nakal ini nama tokonya myfon teleshop,0
update terakhir ada muncul diskon wajib tunggu detik sangat mengganggu tidak bisa skip atau tutup,0
bukunya memuaskan tapi islamis,2
tokopedia selalu memuaskanselalu ada ongkir gratis dan diskon belanja serta promo yg selalu adasukses slalu buat tokopedia the best,2
aplikasi yang sekarang lemot super berat banyak nge bug nya lagi kalau lg cari barang langsung erorrrrr terus harus clear cache dulu keluarada notifikasi titik merah sudah dibuka tetap nongol dan notifikasi ke hp dari penjual kalau setelah order barang tdk masuk baik chat dll yg ada malah promo masuk ke notifikasi hp gebleg nih tokopedia balikin ke yg dulu aplikasi min 😡,0
mantap,2
mudah dan cepat mantap alhamdulillaah 🤲,2
tidak bisa melakukan pencarian produk,0
ok 👌👍,2
belanja puas kalau di tokped mantap lah,2
aplikasi ga jelas top up game ga masuk padahal saldo udh terpotong keterangannya saldo bakal di refund × jam tapi udh hari lebih blm dpt refund,0
kepada seluruh pihak tokopedia ini saya menyatakan kasuss transaksi saya kemarin tidak sama sekali di uruss mohon di tindak lanjut kan di urus jangan makan gaji buta aja kalian itu,0
semakin gak jelas paraaaaahhh bangetttt sekrng tokopedia ribetttttt gk bikin muda buat blanja,0
uang saya tidak masuk sudah hari itu nggak sedikit woi gw tarik gak masuk,0
